"","Country.Region","Date","confirmed","new_confirmed","deaths","new_deaths","recovered","new_recovered","active","new_active"
"1","Afghanistan",2020-01-22,0,0,0,0,0,0,0,0
"2","Afghanistan",2020-01-23,0,0,0,0,0,0,0,0
"3","Afghanistan",2020-01-24,0,0,0,0,0,0,0,0
"4","Afghanistan",2020-01-25,0,0,0,0,0,0,0,0
"5","Afghanistan",2020-01-26,0,0,0,0,0,0,0,0
"6","Afghanistan",2020-01-27,0,0,0,0,0,0,0,0
"7","Afghanistan",2020-01-28,0,0,0,0,0,0,0,0
"8","Afghanistan",2020-01-29,0,0,0,0,0,0,0,0
"9","Afghanistan",2020-01-30,0,0,0,0,0,0,0,0
"10","Afghanistan",2020-01-31,0,0,0,0,0,0,0,0
"11","Afghanistan",2020-02-01,0,0,0,0,0,0,0,0
"12","Afghanistan",2020-02-02,0,0,0,0,0,0,0,0
"13","Afghanistan",2020-02-03,0,0,0,0,0,0,0,0
"14","Afghanistan",2020-02-04,0,0,0,0,0,0,0,0
"15","Afghanistan",2020-02-05,0,0,0,0,0,0,0,0
"16","Afghanistan",2020-02-06,0,0,0,0,0,0,0,0
"17","Afghanistan",2020-02-07,0,0,0,0,0,0,0,0
"18","Afghanistan",2020-02-08,0,0,0,0,0,0,0,0
"19","Afghanistan",2020-02-09,0,0,0,0,0,0,0,0
"20","Afghanistan",2020-02-10,0,0,0,0,0,0,0,0
"21","Afghanistan",2020-02-11,0,0,0,0,0,0,0,0
"22","Afghanistan",2020-02-12,0,0,0,0,0,0,0,0
"23","Afghanistan",2020-02-13,0,0,0,0,0,0,0,0
"24","Afghanistan",2020-02-14,0,0,0,0,0,0,0,0
"25","Afghanistan",2020-02-15,0,0,0,0,0,0,0,0
"26","Afghanistan",2020-02-16,0,0,0,0,0,0,0,0
"27","Afghanistan",2020-02-17,0,0,0,0,0,0,0,0
"28","Afghanistan",2020-02-18,0,0,0,0,0,0,0,0
"29","Afghanistan",2020-02-19,0,0,0,0,0,0,0,0
"30","Afghanistan",2020-02-20,0,0,0,0,0,0,0,0
"31","Afghanistan",2020-02-21,0,0,0,0,0,0,0,0
"32","Afghanistan",2020-02-22,0,0,0,0,0,0,0,0
"33","Afghanistan",2020-02-23,0,0,0,0,0,0,0,0
"34","Afghanistan",2020-02-24,1,1,0,0,0,0,1,1
"35","Afghanistan",2020-02-25,1,0,0,0,0,0,1,0
"36","Afghanistan",2020-02-26,1,0,0,0,0,0,1,0
"37","Afghanistan",2020-02-27,1,0,0,0,0,0,1,0
"38","Afghanistan",2020-02-28,1,0,0,0,0,0,1,0
"39","Afghanistan",2020-02-29,1,0,0,0,0,0,1,0
"40","Afghanistan",2020-03-01,1,0,0,0,0,0,1,0
"41","Afghanistan",2020-03-02,1,0,0,0,0,0,1,0
"42","Afghanistan",2020-03-03,1,0,0,0,0,0,1,0
"43","Afghanistan",2020-03-04,1,0,0,0,0,0,1,0
"44","Afghanistan",2020-03-05,1,0,0,0,0,0,1,0
"45","Afghanistan",2020-03-06,1,0,0,0,0,0,1,0
"46","Afghanistan",2020-03-07,1,0,0,0,0,0,1,0
"47","Afghanistan",2020-03-08,4,3,0,0,0,0,4,3
"48","Afghanistan",2020-03-09,4,0,0,0,0,0,4,0
"49","Afghanistan",2020-03-10,5,1,0,0,0,0,5,1
"50","Afghanistan",2020-03-11,7,2,0,0,0,0,7,2
"51","Afghanistan",2020-03-12,7,0,0,0,0,0,7,0
"52","Afghanistan",2020-03-13,7,0,0,0,0,0,7,0
"53","Afghanistan",2020-03-14,11,4,0,0,0,0,11,4
"54","Afghanistan",2020-03-15,16,5,0,0,0,0,16,5
"55","Afghanistan",2020-03-16,21,5,0,0,1,1,20,4
"56","Afghanistan",2020-03-17,22,1,0,0,1,0,21,1
"57","Afghanistan",2020-03-18,22,0,0,0,1,0,21,0
"58","Afghanistan",2020-03-19,22,0,0,0,1,0,21,0
"59","Afghanistan",2020-03-20,24,2,0,0,1,0,23,2
"60","Afghanistan",2020-03-21,24,0,0,0,1,0,23,0
"61","Afghanistan",2020-03-22,40,16,1,1,1,0,38,15
"62","Afghanistan",2020-03-23,40,0,1,0,1,0,38,0
"63","Afghanistan",2020-03-24,74,34,1,0,1,0,72,34
"64","Afghanistan",2020-03-25,84,10,2,1,2,1,80,8
"65","Afghanistan",2020-03-26,94,10,4,2,2,0,88,8
"66","Afghanistan",2020-03-27,110,16,4,0,2,0,104,16
"67","Afghanistan",2020-03-28,110,0,4,0,2,0,104,0
"68","Afghanistan",2020-03-29,120,10,4,0,2,0,114,10
"69","Afghanistan",2020-03-30,170,50,4,0,2,0,164,50
"70","Afghanistan",2020-03-31,174,4,4,0,5,3,165,1
"71","Afghanistan",2020-04-01,237,63,4,0,5,0,228,63
"72","Afghanistan",2020-04-02,273,36,6,2,10,5,257,29
"73","Afghanistan",2020-04-03,281,8,6,0,10,0,265,8
"74","Afghanistan",2020-04-04,299,18,7,1,10,0,282,17
"75","Afghanistan",2020-04-05,349,50,7,0,15,5,327,45
"76","Afghanistan",2020-04-06,367,18,11,4,18,3,338,11
"77","Afghanistan",2020-04-07,423,56,14,3,18,0,391,53
"78","Afghanistan",2020-04-08,444,21,14,0,29,11,401,10
"79","Afghanistan",2020-04-09,484,40,15,1,32,3,437,36
"80","Afghanistan",2020-04-10,521,37,15,0,32,0,474,37
"81","Afghanistan",2020-04-11,555,34,18,3,32,0,505,31
"82","Afghanistan",2020-04-12,607,52,18,0,32,0,557,52
"83","Afghanistan",2020-04-13,665,58,21,3,32,0,612,55
"84","Afghanistan",2020-04-14,714,49,23,2,40,8,651,39
"85","Afghanistan",2020-04-15,784,70,25,2,43,3,716,65
"86","Afghanistan",2020-04-16,840,56,30,5,54,11,756,40
"87","Afghanistan",2020-04-17,906,66,30,0,99,45,777,21
"88","Afghanistan",2020-04-18,933,27,30,0,112,13,791,14
"89","Afghanistan",2020-04-19,996,63,33,3,131,19,832,41
"90","Afghanistan",2020-04-20,1026,30,36,3,135,4,855,23
"91","Afghanistan",2020-04-21,1092,66,36,0,150,15,906,51
"92","Afghanistan",2020-04-22,1176,84,40,4,166,16,970,64
"93","Afghanistan",2020-04-23,1279,103,42,2,179,13,1058,88
"94","Afghanistan",2020-04-24,1351,72,43,1,188,9,1120,62
"95","Afghanistan",2020-04-25,1463,112,47,4,188,0,1228,108
"96","Afghanistan",2020-04-26,1531,68,50,3,207,19,1274,46
"97","Afghanistan",2020-04-27,1703,172,57,7,220,13,1426,152
"98","Albania",2020-01-22,0,0,0,0,0,0,0,0
"99","Albania",2020-01-23,0,0,0,0,0,0,0,0
"100","Albania",2020-01-24,0,0,0,0,0,0,0,0
"101","Albania",2020-01-25,0,0,0,0,0,0,0,0
"102","Albania",2020-01-26,0,0,0,0,0,0,0,0
"103","Albania",2020-01-27,0,0,0,0,0,0,0,0
"104","Albania",2020-01-28,0,0,0,0,0,0,0,0
"105","Albania",2020-01-29,0,0,0,0,0,0,0,0
"106","Albania",2020-01-30,0,0,0,0,0,0,0,0
"107","Albania",2020-01-31,0,0,0,0,0,0,0,0
"108","Albania",2020-02-01,0,0,0,0,0,0,0,0
"109","Albania",2020-02-02,0,0,0,0,0,0,0,0
"110","Albania",2020-02-03,0,0,0,0,0,0,0,0
"111","Albania",2020-02-04,0,0,0,0,0,0,0,0
"112","Albania",2020-02-05,0,0,0,0,0,0,0,0
"113","Albania",2020-02-06,0,0,0,0,0,0,0,0
"114","Albania",2020-02-07,0,0,0,0,0,0,0,0
"115","Albania",2020-02-08,0,0,0,0,0,0,0,0
"116","Albania",2020-02-09,0,0,0,0,0,0,0,0
"117","Albania",2020-02-10,0,0,0,0,0,0,0,0
"118","Albania",2020-02-11,0,0,0,0,0,0,0,0
"119","Albania",2020-02-12,0,0,0,0,0,0,0,0
"120","Albania",2020-02-13,0,0,0,0,0,0,0,0
"121","Albania",2020-02-14,0,0,0,0,0,0,0,0
"122","Albania",2020-02-15,0,0,0,0,0,0,0,0
"123","Albania",2020-02-16,0,0,0,0,0,0,0,0
"124","Albania",2020-02-17,0,0,0,0,0,0,0,0
"125","Albania",2020-02-18,0,0,0,0,0,0,0,0
"126","Albania",2020-02-19,0,0,0,0,0,0,0,0
"127","Albania",2020-02-20,0,0,0,0,0,0,0,0
"128","Albania",2020-02-21,0,0,0,0,0,0,0,0
"129","Albania",2020-02-22,0,0,0,0,0,0,0,0
"130","Albania",2020-02-23,0,0,0,0,0,0,0,0
"131","Albania",2020-02-24,0,0,0,0,0,0,0,0
"132","Albania",2020-02-25,0,0,0,0,0,0,0,0
"133","Albania",2020-02-26,0,0,0,0,0,0,0,0
"134","Albania",2020-02-27,0,0,0,0,0,0,0,0
"135","Albania",2020-02-28,0,0,0,0,0,0,0,0
"136","Albania",2020-02-29,0,0,0,0,0,0,0,0
"137","Albania",2020-03-01,0,0,0,0,0,0,0,0
"138","Albania",2020-03-02,0,0,0,0,0,0,0,0
"139","Albania",2020-03-03,0,0,0,0,0,0,0,0
"140","Albania",2020-03-04,0,0,0,0,0,0,0,0
"141","Albania",2020-03-05,0,0,0,0,0,0,0,0
"142","Albania",2020-03-06,0,0,0,0,0,0,0,0
"143","Albania",2020-03-07,0,0,0,0,0,0,0,0
"144","Albania",2020-03-08,0,0,0,0,0,0,0,0
"145","Albania",2020-03-09,2,2,0,0,0,0,2,2
"146","Albania",2020-03-10,10,8,0,0,0,0,10,8
"147","Albania",2020-03-11,12,2,1,1,0,0,11,1
"148","Albania",2020-03-12,23,11,1,0,0,0,22,11
"149","Albania",2020-03-13,33,10,1,0,0,0,32,10
"150","Albania",2020-03-14,38,5,1,0,0,0,37,5
"151","Albania",2020-03-15,42,4,1,0,0,0,41,4
"152","Albania",2020-03-16,51,9,1,0,0,0,50,9
"153","Albania",2020-03-17,55,4,1,0,0,0,54,4
"154","Albania",2020-03-18,59,4,2,1,0,0,57,3
"155","Albania",2020-03-19,64,5,2,0,0,0,62,5
"156","Albania",2020-03-20,70,6,2,0,0,0,68,6
"157","Albania",2020-03-21,76,6,2,0,2,2,72,4
"158","Albania",2020-03-22,89,13,2,0,2,0,85,13
"159","Albania",2020-03-23,104,15,4,2,2,0,98,13
"160","Albania",2020-03-24,123,19,5,1,10,8,108,10
"161","Albania",2020-03-25,146,23,5,0,17,7,124,16
"162","Albania",2020-03-26,174,28,6,1,17,0,151,27
"163","Albania",2020-03-27,186,12,8,2,31,14,147,-4
"164","Albania",2020-03-28,197,11,10,2,31,0,156,9
"165","Albania",2020-03-29,212,15,10,0,33,2,169,13
"166","Albania",2020-03-30,223,11,11,1,44,11,168,-1
"167","Albania",2020-03-31,243,20,15,4,52,8,176,8
"168","Albania",2020-04-01,259,16,15,0,67,15,177,1
"169","Albania",2020-04-02,277,18,16,1,76,9,185,8
"170","Albania",2020-04-03,304,27,17,1,89,13,198,13
"171","Albania",2020-04-04,333,29,20,3,99,10,214,16
"172","Albania",2020-04-05,361,28,20,0,104,5,237,23
"173","Albania",2020-04-06,377,16,21,1,116,12,240,3
"174","Albania",2020-04-07,383,6,22,1,131,15,230,-10
"175","Albania",2020-04-08,400,17,22,0,154,23,224,-6
"176","Albania",2020-04-09,409,9,23,1,165,11,221,-3
"177","Albania",2020-04-10,416,7,23,0,182,17,211,-10
"178","Albania",2020-04-11,433,17,23,0,197,15,213,2
"179","Albania",2020-04-12,446,13,23,0,217,20,206,-7
"180","Albania",2020-04-13,467,21,23,0,232,15,212,6
"181","Albania",2020-04-14,475,8,24,1,248,16,203,-9
"182","Albania",2020-04-15,494,19,25,1,251,3,218,15
"183","Albania",2020-04-16,518,24,26,1,277,26,215,-3
"184","Albania",2020-04-17,539,21,26,0,283,6,230,15
"185","Albania",2020-04-18,548,9,26,0,302,19,220,-10
"186","Albania",2020-04-19,562,14,26,0,314,12,222,2
"187","Albania",2020-04-20,584,22,26,0,327,13,231,9
"188","Albania",2020-04-21,609,25,26,0,345,18,238,7
"189","Albania",2020-04-22,634,25,27,1,356,11,251,13
"190","Albania",2020-04-23,663,29,27,0,385,29,251,0
"191","Albania",2020-04-24,678,15,27,0,394,9,257,6
"192","Albania",2020-04-25,712,34,27,0,403,9,282,25
"193","Albania",2020-04-26,726,14,28,1,410,7,288,6
"194","Albania",2020-04-27,736,10,28,0,422,12,286,-2
"195","Algeria",2020-01-22,0,0,0,0,0,0,0,0
"196","Algeria",2020-01-23,0,0,0,0,0,0,0,0
"197","Algeria",2020-01-24,0,0,0,0,0,0,0,0
"198","Algeria",2020-01-25,0,0,0,0,0,0,0,0
"199","Algeria",2020-01-26,0,0,0,0,0,0,0,0
"200","Algeria",2020-01-27,0,0,0,0,0,0,0,0
"201","Algeria",2020-01-28,0,0,0,0,0,0,0,0
"202","Algeria",2020-01-29,0,0,0,0,0,0,0,0
"203","Algeria",2020-01-30,0,0,0,0,0,0,0,0
"204","Algeria",2020-01-31,0,0,0,0,0,0,0,0
"205","Algeria",2020-02-01,0,0,0,0,0,0,0,0
"206","Algeria",2020-02-02,0,0,0,0,0,0,0,0
"207","Algeria",2020-02-03,0,0,0,0,0,0,0,0
"208","Algeria",2020-02-04,0,0,0,0,0,0,0,0
"209","Algeria",2020-02-05,0,0,0,0,0,0,0,0
"210","Algeria",2020-02-06,0,0,0,0,0,0,0,0
"211","Algeria",2020-02-07,0,0,0,0,0,0,0,0
"212","Algeria",2020-02-08,0,0,0,0,0,0,0,0
"213","Algeria",2020-02-09,0,0,0,0,0,0,0,0
"214","Algeria",2020-02-10,0,0,0,0,0,0,0,0
"215","Algeria",2020-02-11,0,0,0,0,0,0,0,0
"216","Algeria",2020-02-12,0,0,0,0,0,0,0,0
"217","Algeria",2020-02-13,0,0,0,0,0,0,0,0
"218","Algeria",2020-02-14,0,0,0,0,0,0,0,0
"219","Algeria",2020-02-15,0,0,0,0,0,0,0,0
"220","Algeria",2020-02-16,0,0,0,0,0,0,0,0
"221","Algeria",2020-02-17,0,0,0,0,0,0,0,0
"222","Algeria",2020-02-18,0,0,0,0,0,0,0,0
"223","Algeria",2020-02-19,0,0,0,0,0,0,0,0
"224","Algeria",2020-02-20,0,0,0,0,0,0,0,0
"225","Algeria",2020-02-21,0,0,0,0,0,0,0,0
"226","Algeria",2020-02-22,0,0,0,0,0,0,0,0
"227","Algeria",2020-02-23,0,0,0,0,0,0,0,0
"228","Algeria",2020-02-24,0,0,0,0,0,0,0,0
"229","Algeria",2020-02-25,1,1,0,0,0,0,1,1
"230","Algeria",2020-02-26,1,0,0,0,0,0,1,0
"231","Algeria",2020-02-27,1,0,0,0,0,0,1,0
"232","Algeria",2020-02-28,1,0,0,0,0,0,1,0
"233","Algeria",2020-02-29,1,0,0,0,0,0,1,0
"234","Algeria",2020-03-01,1,0,0,0,0,0,1,0
"235","Algeria",2020-03-02,3,2,0,0,0,0,3,2
"236","Algeria",2020-03-03,5,2,0,0,0,0,5,2
"237","Algeria",2020-03-04,12,7,0,0,0,0,12,7
"238","Algeria",2020-03-05,12,0,0,0,0,0,12,0
"239","Algeria",2020-03-06,17,5,0,0,0,0,17,5
"240","Algeria",2020-03-07,17,0,0,0,0,0,17,0
"241","Algeria",2020-03-08,19,2,0,0,0,0,19,2
"242","Algeria",2020-03-09,20,1,0,0,0,0,20,1
"243","Algeria",2020-03-10,20,0,0,0,0,0,20,0
"244","Algeria",2020-03-11,20,0,0,0,0,0,20,0
"245","Algeria",2020-03-12,24,4,1,1,8,8,15,-5
"246","Algeria",2020-03-13,26,2,2,1,8,0,16,1
"247","Algeria",2020-03-14,37,11,3,1,12,4,22,6
"248","Algeria",2020-03-15,48,11,4,1,12,0,32,10
"249","Algeria",2020-03-16,54,6,4,0,12,0,38,6
"250","Algeria",2020-03-17,60,6,4,0,12,0,44,6
"251","Algeria",2020-03-18,74,14,7,3,12,0,55,11
"252","Algeria",2020-03-19,87,13,9,2,32,20,46,-9
"253","Algeria",2020-03-20,90,3,11,2,32,0,47,1
"254","Algeria",2020-03-21,139,49,15,4,32,0,92,45
"255","Algeria",2020-03-22,201,62,17,2,65,33,119,27
"256","Algeria",2020-03-23,230,29,17,0,65,0,148,29
"257","Algeria",2020-03-24,264,34,19,2,24,-41,221,73
"258","Algeria",2020-03-25,302,38,21,2,65,41,216,-5
"259","Algeria",2020-03-26,367,65,25,4,29,-36,313,97
"260","Algeria",2020-03-27,409,42,26,1,29,0,354,41
"261","Algeria",2020-03-28,454,45,29,3,31,2,394,40
"262","Algeria",2020-03-29,511,57,31,2,31,0,449,55
"263","Algeria",2020-03-30,584,73,35,4,37,6,512,63
"264","Algeria",2020-03-31,716,132,44,9,46,9,626,114
"265","Algeria",2020-04-01,847,131,58,14,61,15,728,102
"266","Algeria",2020-04-02,986,139,86,28,61,0,839,111
"267","Algeria",2020-04-03,1171,185,105,19,62,1,1004,165
"268","Algeria",2020-04-04,1251,80,130,25,90,28,1031,27
"269","Algeria",2020-04-05,1320,69,152,22,90,0,1078,47
"270","Algeria",2020-04-06,1423,103,173,21,90,0,1160,82
"271","Algeria",2020-04-07,1468,45,193,20,113,23,1162,2
"272","Algeria",2020-04-08,1572,104,205,12,237,124,1130,-32
"273","Algeria",2020-04-09,1666,94,235,30,347,110,1084,-46
"274","Algeria",2020-04-10,1761,95,256,21,405,58,1100,16
"275","Algeria",2020-04-11,1825,64,275,19,460,55,1090,-10
"276","Algeria",2020-04-12,1914,89,293,18,591,131,1030,-60
"277","Algeria",2020-04-13,1983,69,313,20,601,10,1069,39
"278","Algeria",2020-04-14,2070,87,326,13,691,90,1053,-16
"279","Algeria",2020-04-15,2160,90,336,10,708,17,1116,63
"280","Algeria",2020-04-16,2268,108,348,12,783,75,1137,21
"281","Algeria",2020-04-17,2418,150,364,16,846,63,1208,71
"282","Algeria",2020-04-18,2534,116,367,3,894,48,1273,65
"283","Algeria",2020-04-19,2629,95,375,8,1047,153,1207,-66
"284","Algeria",2020-04-20,2718,89,384,9,1099,52,1235,28
"285","Algeria",2020-04-21,2811,93,392,8,1152,53,1267,32
"286","Algeria",2020-04-22,2910,99,402,10,1204,52,1304,37
"287","Algeria",2020-04-23,3007,97,407,5,1355,151,1245,-59
"288","Algeria",2020-04-24,3127,120,415,8,1408,53,1304,59
"289","Algeria",2020-04-25,3256,129,419,4,1479,71,1358,54
"290","Algeria",2020-04-26,3382,126,425,6,1508,29,1449,91
"291","Algeria",2020-04-27,3517,135,432,7,1558,50,1527,78
"292","Andorra",2020-01-22,0,0,0,0,0,0,0,0
"293","Andorra",2020-01-23,0,0,0,0,0,0,0,0
"294","Andorra",2020-01-24,0,0,0,0,0,0,0,0
"295","Andorra",2020-01-25,0,0,0,0,0,0,0,0
"296","Andorra",2020-01-26,0,0,0,0,0,0,0,0
"297","Andorra",2020-01-27,0,0,0,0,0,0,0,0
"298","Andorra",2020-01-28,0,0,0,0,0,0,0,0
"299","Andorra",2020-01-29,0,0,0,0,0,0,0,0
"300","Andorra",2020-01-30,0,0,0,0,0,0,0,0
"301","Andorra",2020-01-31,0,0,0,0,0,0,0,0
"302","Andorra",2020-02-01,0,0,0,0,0,0,0,0
"303","Andorra",2020-02-02,0,0,0,0,0,0,0,0
"304","Andorra",2020-02-03,0,0,0,0,0,0,0,0
"305","Andorra",2020-02-04,0,0,0,0,0,0,0,0
"306","Andorra",2020-02-05,0,0,0,0,0,0,0,0
"307","Andorra",2020-02-06,0,0,0,0,0,0,0,0
"308","Andorra",2020-02-07,0,0,0,0,0,0,0,0
"309","Andorra",2020-02-08,0,0,0,0,0,0,0,0
"310","Andorra",2020-02-09,0,0,0,0,0,0,0,0
"311","Andorra",2020-02-10,0,0,0,0,0,0,0,0
"312","Andorra",2020-02-11,0,0,0,0,0,0,0,0
"313","Andorra",2020-02-12,0,0,0,0,0,0,0,0
"314","Andorra",2020-02-13,0,0,0,0,0,0,0,0
"315","Andorra",2020-02-14,0,0,0,0,0,0,0,0
"316","Andorra",2020-02-15,0,0,0,0,0,0,0,0
"317","Andorra",2020-02-16,0,0,0,0,0,0,0,0
"318","Andorra",2020-02-17,0,0,0,0,0,0,0,0
"319","Andorra",2020-02-18,0,0,0,0,0,0,0,0
"320","Andorra",2020-02-19,0,0,0,0,0,0,0,0
"321","Andorra",2020-02-20,0,0,0,0,0,0,0,0
"322","Andorra",2020-02-21,0,0,0,0,0,0,0,0
"323","Andorra",2020-02-22,0,0,0,0,0,0,0,0
"324","Andorra",2020-02-23,0,0,0,0,0,0,0,0
"325","Andorra",2020-02-24,0,0,0,0,0,0,0,0
"326","Andorra",2020-02-25,0,0,0,0,0,0,0,0
"327","Andorra",2020-02-26,0,0,0,0,0,0,0,0
"328","Andorra",2020-02-27,0,0,0,0,0,0,0,0
"329","Andorra",2020-02-28,0,0,0,0,0,0,0,0
"330","Andorra",2020-02-29,0,0,0,0,0,0,0,0
"331","Andorra",2020-03-01,0,0,0,0,0,0,0,0
"332","Andorra",2020-03-02,1,1,0,0,0,0,1,1
"333","Andorra",2020-03-03,1,0,0,0,0,0,1,0
"334","Andorra",2020-03-04,1,0,0,0,0,0,1,0
"335","Andorra",2020-03-05,1,0,0,0,0,0,1,0
"336","Andorra",2020-03-06,1,0,0,0,0,0,1,0
"337","Andorra",2020-03-07,1,0,0,0,0,0,1,0
"338","Andorra",2020-03-08,1,0,0,0,0,0,1,0
"339","Andorra",2020-03-09,1,0,0,0,0,0,1,0
"340","Andorra",2020-03-10,1,0,0,0,0,0,1,0
"341","Andorra",2020-03-11,1,0,0,0,0,0,1,0
"342","Andorra",2020-03-12,1,0,0,0,1,1,0,-1
"343","Andorra",2020-03-13,1,0,0,0,0,-1,1,1
"344","Andorra",2020-03-14,1,0,0,0,1,1,0,-1
"345","Andorra",2020-03-15,1,0,0,0,1,0,0,0
"346","Andorra",2020-03-16,2,1,0,0,1,0,1,1
"347","Andorra",2020-03-17,39,37,0,0,1,0,38,37
"348","Andorra",2020-03-18,39,0,0,0,1,0,38,0
"349","Andorra",2020-03-19,53,14,0,0,1,0,52,14
"350","Andorra",2020-03-20,75,22,0,0,1,0,74,22
"351","Andorra",2020-03-21,88,13,0,0,1,0,87,13
"352","Andorra",2020-03-22,113,25,1,1,1,0,111,24
"353","Andorra",2020-03-23,133,20,1,0,1,0,131,20
"354","Andorra",2020-03-24,164,31,1,0,1,0,162,31
"355","Andorra",2020-03-25,188,24,1,0,1,0,186,24
"356","Andorra",2020-03-26,224,36,3,2,1,0,220,34
"357","Andorra",2020-03-27,267,43,3,0,1,0,263,43
"358","Andorra",2020-03-28,308,41,3,0,1,0,304,41
"359","Andorra",2020-03-29,334,26,6,3,1,0,327,23
"360","Andorra",2020-03-30,370,36,8,2,10,9,352,25
"361","Andorra",2020-03-31,376,6,12,4,10,0,354,2
"362","Andorra",2020-04-01,390,14,14,2,10,0,366,12
"363","Andorra",2020-04-02,428,38,15,1,10,0,403,37
"364","Andorra",2020-04-03,439,11,16,1,16,6,407,4
"365","Andorra",2020-04-04,466,27,17,1,21,5,428,21
"366","Andorra",2020-04-05,501,35,18,1,26,5,457,29
"367","Andorra",2020-04-06,525,24,21,3,31,5,473,16
"368","Andorra",2020-04-07,545,20,22,1,39,8,484,11
"369","Andorra",2020-04-08,564,19,23,1,52,13,489,5
"370","Andorra",2020-04-09,583,19,25,2,58,6,500,11
"371","Andorra",2020-04-10,601,18,26,1,71,13,504,4
"372","Andorra",2020-04-11,601,0,26,0,71,0,504,0
"373","Andorra",2020-04-12,638,37,29,3,128,57,481,-23
"374","Andorra",2020-04-13,646,8,29,0,128,0,489,8
"375","Andorra",2020-04-14,659,13,31,2,128,0,500,11
"376","Andorra",2020-04-15,673,14,33,2,169,41,471,-29
"377","Andorra",2020-04-16,673,0,33,0,169,0,471,0
"378","Andorra",2020-04-17,696,23,35,2,191,22,470,-1
"379","Andorra",2020-04-18,704,8,35,0,205,14,464,-6
"380","Andorra",2020-04-19,713,9,36,1,235,30,442,-22
"381","Andorra",2020-04-20,717,4,37,1,248,13,432,-10
"382","Andorra",2020-04-21,717,0,37,0,282,34,398,-34
"383","Andorra",2020-04-22,723,6,37,0,309,27,377,-21
"384","Andorra",2020-04-23,723,0,37,0,333,24,353,-24
"385","Andorra",2020-04-24,731,8,40,3,344,11,347,-6
"386","Andorra",2020-04-25,738,7,40,0,344,0,354,7
"387","Andorra",2020-04-26,738,0,40,0,344,0,354,0
"388","Andorra",2020-04-27,743,5,40,0,385,41,318,-36
"389","Angola",2020-01-22,0,0,0,0,0,0,0,0
"390","Angola",2020-01-23,0,0,0,0,0,0,0,0
"391","Angola",2020-01-24,0,0,0,0,0,0,0,0
"392","Angola",2020-01-25,0,0,0,0,0,0,0,0
"393","Angola",2020-01-26,0,0,0,0,0,0,0,0
"394","Angola",2020-01-27,0,0,0,0,0,0,0,0
"395","Angola",2020-01-28,0,0,0,0,0,0,0,0
"396","Angola",2020-01-29,0,0,0,0,0,0,0,0
"397","Angola",2020-01-30,0,0,0,0,0,0,0,0
"398","Angola",2020-01-31,0,0,0,0,0,0,0,0
"399","Angola",2020-02-01,0,0,0,0,0,0,0,0
"400","Angola",2020-02-02,0,0,0,0,0,0,0,0
"401","Angola",2020-02-03,0,0,0,0,0,0,0,0
"402","Angola",2020-02-04,0,0,0,0,0,0,0,0
"403","Angola",2020-02-05,0,0,0,0,0,0,0,0
"404","Angola",2020-02-06,0,0,0,0,0,0,0,0
"405","Angola",2020-02-07,0,0,0,0,0,0,0,0
"406","Angola",2020-02-08,0,0,0,0,0,0,0,0
"407","Angola",2020-02-09,0,0,0,0,0,0,0,0
"408","Angola",2020-02-10,0,0,0,0,0,0,0,0
"409","Angola",2020-02-11,0,0,0,0,0,0,0,0
"410","Angola",2020-02-12,0,0,0,0,0,0,0,0
"411","Angola",2020-02-13,0,0,0,0,0,0,0,0
"412","Angola",2020-02-14,0,0,0,0,0,0,0,0
"413","Angola",2020-02-15,0,0,0,0,0,0,0,0
"414","Angola",2020-02-16,0,0,0,0,0,0,0,0
"415","Angola",2020-02-17,0,0,0,0,0,0,0,0
"416","Angola",2020-02-18,0,0,0,0,0,0,0,0
"417","Angola",2020-02-19,0,0,0,0,0,0,0,0
"418","Angola",2020-02-20,0,0,0,0,0,0,0,0
"419","Angola",2020-02-21,0,0,0,0,0,0,0,0
"420","Angola",2020-02-22,0,0,0,0,0,0,0,0
"421","Angola",2020-02-23,0,0,0,0,0,0,0,0
"422","Angola",2020-02-24,0,0,0,0,0,0,0,0
"423","Angola",2020-02-25,0,0,0,0,0,0,0,0
"424","Angola",2020-02-26,0,0,0,0,0,0,0,0
"425","Angola",2020-02-27,0,0,0,0,0,0,0,0
"426","Angola",2020-02-28,0,0,0,0,0,0,0,0
"427","Angola",2020-02-29,0,0,0,0,0,0,0,0
"428","Angola",2020-03-01,0,0,0,0,0,0,0,0
"429","Angola",2020-03-02,0,0,0,0,0,0,0,0
"430","Angola",2020-03-03,0,0,0,0,0,0,0,0
"431","Angola",2020-03-04,0,0,0,0,0,0,0,0
"432","Angola",2020-03-05,0,0,0,0,0,0,0,0
"433","Angola",2020-03-06,0,0,0,0,0,0,0,0
"434","Angola",2020-03-07,0,0,0,0,0,0,0,0
"435","Angola",2020-03-08,0,0,0,0,0,0,0,0
"436","Angola",2020-03-09,0,0,0,0,0,0,0,0
"437","Angola",2020-03-10,0,0,0,0,0,0,0,0
"438","Angola",2020-03-11,0,0,0,0,0,0,0,0
"439","Angola",2020-03-12,0,0,0,0,0,0,0,0
"440","Angola",2020-03-13,0,0,0,0,0,0,0,0
"441","Angola",2020-03-14,0,0,0,0,0,0,0,0
"442","Angola",2020-03-15,0,0,0,0,0,0,0,0
"443","Angola",2020-03-16,0,0,0,0,0,0,0,0
"444","Angola",2020-03-17,0,0,0,0,0,0,0,0
"445","Angola",2020-03-18,0,0,0,0,0,0,0,0
